log,category
[7873]  403 Forbidden: Access denied - Execution ID 68632,Permission Error
[7256]  Error: Missing environment variable DB_PASSWORD - Execution ID 24527,Environment Issue
[6756]  [INFO] Thread-9 executing task Test passed on retry 2 - Execution ID 26815,Flaky Test
[5319]  [INFO] Thread-5 executing task 403 Forbidden: Access denied - Execution ID 94948,Permission Error
"[9828]  [INFO] Thread-7 executing task Error: Timeout of 5000ms exceeded. For async tests and hooks, ensure ""done()"" is called - Execution ID 18843",Timeout Failure
[7276]  [INFO] Thread-8 executing task Network is unreachable - Execution ID 88129,Network Failure
[1947]  npm ERR! code ERESOLVE - Execution ID 95195,Dependency Error
[4294]  Request timeout while fetching https://api.github.com - Execution ID 66651,Timeout Failure
[6084]  ModuleNotFoundError: No module named 'src.utils' - Execution ID 31411,Build Failure
[6056]  Connection timed out after 30000 milliseconds - Execution ID 43588,Timeout Failure
[6935]  test_user_auth_failed: user is not authenticated - Execution ID 19593,Test Failure
[5656]  Error: expect(received).toBe(expected) - Execution ID 18419,Test Failure
[3107]  [INFO] Thread-8 executing task Test passed on retry 2 - Execution ID 45892,Flaky Test
[5610]  [INFO] Thread-3 executing task npm ERR! peerDependencies WARNING - Execution ID 28442,Dependency Error
[1024]  Test passed on retry 2 - Execution ID 91859,Flaky Test
[9472]  Exception: AWS_REGION is not set - Execution ID 91127,Environment Issue
[4024]  test_user_auth_failed: user is not authenticated - Execution ID 17220,Test Failure
[7669]  Error: Missing environment variable DB_PASSWORD - Execution ID 13469,Environment Issue
[2080]  [INFO] Thread-8 executing task Error: Missing environment variable DB_PASSWORD - Execution ID 54456,Environment Issue
[6345]  [INFO] Thread-2 executing task OOMKilled: Container exited with code 137 - Execution ID 71443,Container Crash
[7183]  [INFO] Thread-6 executing task Intermittent failure in test_network_connection - Execution ID 13907,Flaky Test
[2879]  [INFO] Thread-4 executing task TS2322: Type 'string' is not assignable to type 'number'. - Execution ID 67371,Build Failure
[7807]  [INFO] Thread-6 executing task Error response from daemon: container cannot be started - Execution ID 17387,Container Crash
"[9218]  [INFO] Thread-9 executing task Error: Timeout of 5000ms exceeded. For async tests and hooks, ensure ""done()"" is called - Execution ID 45410",Timeout Failure
[5740]  make: *** [all] Error 2 - Execution ID 63081,Build Failure
[6095]  [INFO] Thread-5 executing task User does not have permission to execute this action - Execution ID 13600,Permission Error
[1920]  FAIL src/components/App.test.tsx - Execution ID 53261,Test Failure
[1509]  chmod: changing permissions of 'script.sh': Operation not permitted - Execution ID 64204,Permission Error
[3245]  [INFO] Thread-6 executing task Segmentation fault (core dumped) - Execution ID 86956,Container Crash
[1918]  [INFO] Thread-10 executing task Error response from daemon: container cannot be started - Execution ID 30391,Container Crash
[3281]  [INFO] Thread-6 executing task WARN: Test execution time varied by more than 50% - Execution ID 54345,Flaky Test
[3941]  Exception: AWS_REGION is not set - Execution ID 53829,Environment Issue
[4228]  [INFO] Thread-1 executing task Error: Missing environment variable DB_PASSWORD - Execution ID 28317,Environment Issue
[1889]  [INFO] Thread-7 executing task make: *** [all] Error 2 - Execution ID 89489,Build Failure
[9537]  TS2322: Type 'string' is not assignable to type 'number'. - Execution ID 75473,Build Failure
[4880]  npm ERR! peerDependencies WARNING - Execution ID 51976,Dependency Error
[6294]  Intermittent failure in test_network_connection - Execution ID 53840,Flaky Test
[9517]  [INFO] Thread-3 executing task pip: No matching distribution found for numpy==99.9.9 - Execution ID 65353,Dependency Error
[9337]  [INFO] Thread-2 executing task urllib.error.URLError: <urlopen error [Errno 111] Connection refused> - Execution ID 59447,Network Failure
[6981]  Network is unreachable - Execution ID 21791,Network Failure
[4435]  ModuleNotFoundError: No module named 'src.utils' - Execution ID 98620,Build Failure
[2662]  [INFO] Thread-2 executing task docker run failed: container crashed unexpectedly - Execution ID 44293,Container Crash
[3031]  [INFO] Thread-7 executing task urllib.error.URLError: <urlopen error [Errno 111] Connection refused> - Execution ID 11912,Network Failure
[4043]  Expected value to equal: 5 Received: 4 - Execution ID 46389,Test Failure
[7884]  [INFO] Thread-1 executing task urllib.error.URLError: <urlopen error [Errno 111] Connection refused> - Execution ID 96287,Network Failure
"[9897]  [INFO] Thread-6 executing task Error: Timeout of 5000ms exceeded. For async tests and hooks, ensure ""done()"" is called - Execution ID 10998",Timeout Failure
[3989]  pip: No matching distribution found for numpy==99.9.9 - Execution ID 11491,Dependency Error
[9607]  Error: expect(received).toBe(expected) - Execution ID 21809,Test Failure
[1420]  TS2322: Type 'string' is not assignable to type 'number'. - Execution ID 82366,Build Failure
[8491]  Failed to load resource: net::ERR_NAME_NOT_RESOLVED - Execution ID 14038,Dependency Error
"[5692]  Error: Timeout of 5000ms exceeded. For async tests and hooks, ensure ""done()"" is called - Execution ID 16641",Timeout Failure
[6570]  [INFO] Thread-6 executing task SyntaxError: Unexpected token - Execution ID 37969,Build Failure
[6167]  [INFO] Thread-8 executing task FAIL src/components/App.test.tsx - Execution ID 42190,Test Failure
[2213]  [INFO] Thread-4 executing task make: *** [all] Error 2 - Execution ID 28467,Build Failure
[9803]  [INFO] Thread-8 executing task Connection timed out after 30000 milliseconds - Execution ID 99367,Timeout Failure
[6671]  [INFO] Thread-6 executing task FileNotFoundError: [Errno 2] No such file or directory: '/etc/config.json' - Execution ID 34229,Environment Issue
[8502]  AccessDeniedException: User is not authorized to perform: iam:PassRole - Execution ID 31367,Permission Error
[3985]  error: ISO C++ forbids comparison between pointer and integer - Execution ID 74944,Build Failure
[3400]  docker run failed: container crashed unexpectedly - Execution ID 33860,Container Crash
"[7176]  [INFO] Thread-2 executing task Error: Timeout of 5000ms exceeded. For async tests and hooks, ensure ""done()"" is called - Execution ID 60872",Timeout Failure
[2333]  [INFO] Thread-9 executing task error: expected ';' before '}' token - Execution ID 85244,Build Failure
[6592]  [INFO] Thread-1 executing task Exception: AWS_REGION is not set - Execution ID 39149,Environment Issue
[5696]  [INFO] Thread-9 executing task AssertionError: timestamp mismatch (flaky) - Execution ID 45920,Flaky Test
[4275]  ModuleNotFoundError: No module named 'src.utils' - Execution ID 30350,Build Failure
[4547]  [INFO] Thread-3 executing task Test passed on retry 2 - Execution ID 74903,Flaky Test
[9901]  [INFO] Thread-9 executing task FAIL src/components/App.test.tsx - Execution ID 37261,Test Failure
[2196]  Error response from daemon: container cannot be started - Execution ID 19442,Container Crash
"[4377]  [INFO] Thread-3 executing task Error: Timeout of 5000ms exceeded. For async tests and hooks, ensure ""done()"" is called - Execution ID 46984",Timeout Failure
[9658]  [INFO] Thread-1 executing task Network is unreachable - Execution ID 90475,Network Failure
[2682]  [INFO] Thread-10 executing task FileNotFoundError: [Errno 2] No such file or directory: '/etc/config.json' - Execution ID 18221,Environment Issue
[8573]  Error: Missing environment variable DB_PASSWORD - Execution ID 72468,Environment Issue
[7607]  [INFO] Thread-1 executing task SyntaxError: Unexpected token - Execution ID 70346,Build Failure
[4358]  [INFO] Thread-8 executing task Exception: AWS_REGION is not set - Execution ID 96397,Environment Issue
[8650]  [INFO] Thread-4 executing task make: *** [all] Error 2 - Execution ID 86223,Build Failure
[3006]  [INFO] Thread-2 executing task FAIL src/components/App.test.tsx - Execution ID 17213,Test Failure
[8805]  FAIL src/components/App.test.tsx - Execution ID 45844,Test Failure
[6267]  [INFO] Thread-7 executing task pip: No matching distribution found for numpy==99.9.9 - Execution ID 55074,Dependency Error
[7047]  [INFO] Thread-2 executing task ModuleNotFoundError: No module named 'src.utils' - Execution ID 82146,Build Failure
[1327]  [INFO] Thread-3 executing task Job terminated: Exceeded maximum allowed runtime - Execution ID 22609,Timeout Failure
"[5919]  Randomised test failed, check seed 12345 - Execution ID 38104",Flaky Test
[5948]  panic: runtime error: invalid memory address or nil pointer dereference - Execution ID 72775,Container Crash
[7224]  [INFO] Thread-6 executing task urllib.error.URLError: <urlopen error [Errno 111] Connection refused> - Execution ID 63187,Network Failure
[2919]  error: expected ';' before '}' token - Execution ID 63041,Build Failure
[1295]  urllib.error.URLError: <urlopen error [Errno 111] Connection refused> - Execution ID 52156,Network Failure
[1701]  [INFO] Thread-6 executing task Expected value to equal: 5 Received: 4 - Execution ID 46161,Test Failure
[8720]  Failed to connect to repository: Could not resolve host - Execution ID 92742,Network Failure
[7839]  [INFO] Thread-6 executing task make: *** [all] Error 2 - Execution ID 52816,Build Failure
[4622]  [INFO] Thread-7 executing task TS2322: Type 'string' is not assignable to type 'number'. - Execution ID 98116,Build Failure
[7084]  FAIL src/components/App.test.tsx - Execution ID 19713,Test Failure
[8310]  [INFO] Thread-2 executing task Request timeout while fetching https://api.github.com - Execution ID 80575,Timeout Failure
[1934]  FAIL src/components/App.test.tsx - Execution ID 19584,Test Failure
[4386]  [INFO] Thread-2 executing task Error response from daemon: container cannot be started - Execution ID 96340,Container Crash
[4871]  [INFO] Thread-4 executing task urllib.error.URLError: <urlopen error [Errno 111] Connection refused> - Execution ID 25009,Network Failure
[5777]  urllib.error.URLError: <urlopen error [Errno 111] Connection refused> - Execution ID 61898,Network Failure
[8288]  [INFO] Thread-3 executing task Error: expect(received).toBe(expected) - Execution ID 73357,Test Failure
[5458]  ECONNREFUSED: Connection refused by 127.0.0.1:5432 - Execution ID 71272,Network Failure
[9066]  ModuleNotFoundError: No module named 'src.utils' - Execution ID 35185,Build Failure
[7203]  [INFO] Thread-2 executing task Expected value to equal: 5 Received: 4 - Execution ID 46077,Test Failure
"[3349]  EACCES: permission denied, open '/var/log/app.log' - Execution ID 49425",Permission Error
[3288]  Failed to connect to repository: Could not resolve host - Execution ID 41334,Network Failure
"[2987]  [INFO] Thread-10 executing task EACCES: permission denied, open '/var/log/app.log' - Execution ID 30696",Permission Error
[8228]  [INFO] Thread-9 executing task urllib.error.URLError: <urlopen error [Errno 111] Connection refused> - Execution ID 35462,Network Failure
[1059]  Test passed on retry 2 - Execution ID 83448,Flaky Test
[9717]  [INFO] Thread-2 executing task Segmentation fault (core dumped) - Execution ID 72789,Container Crash
[3997]  TS2322: Type 'string' is not assignable to type 'number'. - Execution ID 26625,Build Failure
[4178]  OOMKilled: Container exited with code 137 - Execution ID 27193,Container Crash
[4131]  [INFO] Thread-1 executing task Test passed on retry 2 - Execution ID 64770,Flaky Test
[6491]  npm ERR! peerDependencies WARNING - Execution ID 66413,Dependency Error
[5709]  [INFO] Thread-10 executing task ModuleNotFoundError: No module named 'src.utils' - Execution ID 71852,Build Failure
[1079]  [INFO] Thread-4 executing task error: ISO C++ forbids comparison between pointer and integer - Execution ID 23840,Build Failure
[5572]  Failed to connect to repository: Could not resolve host - Execution ID 36873,Network Failure
[7530]  [INFO] Thread-7 executing task socket hang up - Execution ID 13013,Network Failure
"[8870]  EACCES: permission denied, open '/var/log/app.log' - Execution ID 27094",Permission Error
[6980]  OOMKilled: Container exited with code 137 - Execution ID 91129,Container Crash
[8210]  Could not resolve dependencies for project - Execution ID 99468,Dependency Error
[6798]  [INFO] Thread-3 executing task docker run failed: container crashed unexpectedly - Execution ID 32674,Container Crash
[4163]  Expected value to equal: 5 Received: 4 - Execution ID 29659,Test Failure
[2160]  FileNotFoundError: [Errno 2] No such file or directory: '/etc/config.json' - Execution ID 92818,Environment Issue
[7572]  WARN: Test execution time varied by more than 50% - Execution ID 11577,Flaky Test
[5458]  ModuleNotFoundError: No module named 'src.utils' - Execution ID 88816,Build Failure
[5628]  Network is unreachable - Execution ID 56099,Network Failure
[7050]  Could not resolve dependencies for project - Execution ID 94231,Dependency Error
[4264]  Could not resolve dependencies for project - Execution ID 26502,Dependency Error
[6030]  Missing dependency: left-pad is not installed - Execution ID 79793,Dependency Error
[6846]  [INFO] Thread-9 executing task Test passed on retry 2 - Execution ID 89230,Flaky Test
[1389]  [INFO] Thread-4 executing task AccessDeniedException: User is not authorized to perform: iam:PassRole - Execution ID 61039,Permission Error
[2998]  AssertionError: timestamp mismatch (flaky) - Execution ID 14596,Flaky Test
[1567]  [INFO] Thread-7 executing task chmod: changing permissions of 'script.sh': Operation not permitted - Execution ID 22636,Permission Error
[3153]  OOMKilled: Container exited with code 137 - Execution ID 35148,Container Crash
[4801]  Error response from daemon: container cannot be started - Execution ID 64345,Container Crash
[8938]  [INFO] Thread-3 executing task Test passed on retry 2 - Execution ID 16496,Flaky Test
[4185]  [INFO] Thread-7 executing task OOMKilled: Container exited with code 137 - Execution ID 54677,Container Crash
[3071]  [INFO] Thread-7 executing task WARN: Test execution time varied by more than 50% - Execution ID 71189,Flaky Test
[6374]  [INFO] Thread-1 executing task ECONNREFUSED: Connection refused by 127.0.0.1:5432 - Execution ID 85900,Network Failure
[6711]  [INFO] Thread-8 executing task Error: expect(received).toBe(expected) - Execution ID 69888,Test Failure
[4907]  [INFO] Thread-6 executing task Error: Missing environment variable DB_PASSWORD - Execution ID 55633,Environment Issue
[5110]  [INFO] Thread-1 executing task Failed to connect to repository: Could not resolve host - Execution ID 45221,Network Failure
[3284]  Test passed on retry 2 - Execution ID 53346,Flaky Test
[2351]  [INFO] Thread-9 executing task error: expected ';' before '}' token - Execution ID 92144,Build Failure
[6206]  [INFO] Thread-2 executing task 403 Forbidden: Access denied - Execution ID 86461,Permission Error
[7394]  Failed to connect to repository: Could not resolve host - Execution ID 24601,Network Failure
[5375]  AccessDeniedException: User is not authorized to perform: iam:PassRole - Execution ID 94357,Permission Error
[7673]  Expected value to equal: 5 Received: 4 - Execution ID 79851,Test Failure
[7765]  [INFO] Thread-9 executing task error: ISO C++ forbids comparison between pointer and integer - Execution ID 19814,Build Failure
[9322]  Could not resolve dependencies for project - Execution ID 32893,Dependency Error
[2183]  [INFO] Thread-10 executing task User does not have permission to execute this action - Execution ID 72477,Permission Error
[9785]  error: expected ';' before '}' token - Execution ID 80224,Build Failure
[4893]  [INFO] Thread-5 executing task SyntaxError: Unexpected token - Execution ID 15066,Build Failure
[9043]  [INFO] Thread-1 executing task Job terminated: Exceeded maximum allowed runtime - Execution ID 17160,Timeout Failure
[6017]  [INFO] Thread-3 executing task WARN: Test execution time varied by more than 50% - Execution ID 17278,Flaky Test
[4767]  [INFO] Thread-3 executing task error: expected ';' before '}' token - Execution ID 60994,Build Failure
[1295]  [INFO] Thread-5 executing task User does not have permission to execute this action - Execution ID 68182,Permission Error
[5360]  npm ERR! peerDependencies WARNING - Execution ID 21784,Dependency Error
[6470]  [INFO] Thread-10 executing task Connection timed out after 30000 milliseconds - Execution ID 84860,Timeout Failure
[5183]  WARN: Test execution time varied by more than 50% - Execution ID 14769,Flaky Test
[6394]  FAIL src/components/App.test.tsx - Execution ID 78593,Test Failure
[1643]  [INFO] Thread-6 executing task docker run failed: container crashed unexpectedly - Execution ID 54805,Container Crash
[3712]  Error: expect(received).toBe(expected) - Execution ID 49026,Test Failure
[5010]  [INFO] Thread-6 executing task urllib.error.URLError: <urlopen error [Errno 111] Connection refused> - Execution ID 21683,Network Failure
[6453]  Connection timed out after 30000 milliseconds - Execution ID 46999,Timeout Failure
"[9565]  [INFO] Thread-7 executing task Error: Timeout of 5000ms exceeded. For async tests and hooks, ensure ""done()"" is called - Execution ID 69698",Timeout Failure
[8332]  [INFO] Thread-9 executing task urllib.error.URLError: <urlopen error [Errno 111] Connection refused> - Execution ID 19576,Network Failure
[6857]  [INFO] Thread-9 executing task chmod: changing permissions of 'script.sh': Operation not permitted - Execution ID 86669,Permission Error
[3279]  [INFO] Thread-3 executing task docker run failed: container crashed unexpectedly - Execution ID 76093,Container Crash
[5453]  panic: runtime error: invalid memory address or nil pointer dereference - Execution ID 69946,Container Crash
[4704]  [INFO] Thread-5 executing task SyntaxError: Unexpected token - Execution ID 61713,Build Failure
[6102]  403 Forbidden: Access denied - Execution ID 32480,Permission Error
[5003]  panic: runtime error: invalid memory address or nil pointer dereference - Execution ID 65032,Container Crash
[7567]  error: ISO C++ forbids comparison between pointer and integer - Execution ID 44245,Build Failure
[7755]  [INFO] Thread-6 executing task FAIL src/components/App.test.tsx - Execution ID 86709,Test Failure
[2501]  Cannot read property 'url' of undefined from process.env - Execution ID 50162,Environment Issue
[3870]  [INFO] Thread-7 executing task urllib.error.URLError: <urlopen error [Errno 111] Connection refused> - Execution ID 17525,Network Failure
[8526]  [INFO] Thread-10 executing task Error response from daemon: container cannot be started - Execution ID 29563,Container Crash
[7210]  socket hang up - Execution ID 22628,Network Failure
[7922]  [INFO] Thread-7 executing task npm ERR! peerDependencies WARNING - Execution ID 73794,Dependency Error
[6029]  urllib.error.URLError: <urlopen error [Errno 111] Connection refused> - Execution ID 12234,Network Failure
[7417]  [INFO] Thread-4 executing task TS2322: Type 'string' is not assignable to type 'number'. - Execution ID 35741,Build Failure
[2433]  [INFO] Thread-3 executing task ModuleNotFoundError: No module named 'src.utils' - Execution ID 77669,Build Failure
[9120]  Request timeout while fetching https://api.github.com - Execution ID 74269,Timeout Failure
[5540]  [INFO] Thread-1 executing task npm ERR! code ERESOLVE - Execution ID 40067,Dependency Error
[4271]  AssertionError: timestamp mismatch (flaky) - Execution ID 64234,Flaky Test
[8720]  Exception: AWS_REGION is not set - Execution ID 60929,Environment Issue
[4615]  [INFO] Thread-10 executing task docker run failed: container crashed unexpectedly - Execution ID 11909,Container Crash
"[7901]  Randomised test failed, check seed 12345 - Execution ID 41461",Flaky Test
[2406]  [INFO] Thread-7 executing task FAIL src/components/App.test.tsx - Execution ID 64069,Test Failure
[3290]  [INFO] Thread-4 executing task make: *** [all] Error 2 - Execution ID 46351,Build Failure
[9356]  FileNotFoundError: [Errno 2] No such file or directory: '/etc/config.json' - Execution ID 12569,Environment Issue
[2476]  [INFO] Thread-2 executing task OOMKilled: Container exited with code 137 - Execution ID 55765,Container Crash
[2403]  Connection timed out after 30000 milliseconds - Execution ID 13118,Timeout Failure
[6636]  Segmentation fault (core dumped) - Execution ID 22127,Container Crash
[1649]  panic: runtime error: invalid memory address or nil pointer dereference - Execution ID 74803,Container Crash
[1384]  [INFO] Thread-2 executing task urllib.error.URLError: <urlopen error [Errno 111] Connection refused> - Execution ID 34584,Network Failure
[6773]  [INFO] Thread-6 executing task docker run failed: container crashed unexpectedly - Execution ID 32056,Container Crash
"[9811]  Randomised test failed, check seed 12345 - Execution ID 41974",Flaky Test
[2715]  Request timeout while fetching https://api.github.com - Execution ID 34649,Timeout Failure
[9052]  Network is unreachable - Execution ID 64914,Network Failure
[4873]  test_user_auth_failed: user is not authenticated - Execution ID 82983,Test Failure
"[6544]  [INFO] Thread-8 executing task EACCES: permission denied, open '/var/log/app.log' - Execution ID 14062",Permission Error
[2946]  [INFO] Thread-3 executing task Gateway Timeout: 504 - Execution ID 70845,Timeout Failure
[6482]  docker run failed: container crashed unexpectedly - Execution ID 19688,Container Crash
[4567]  [INFO] Thread-9 executing task Request timeout while fetching https://api.github.com - Execution ID 55780,Timeout Failure
[3193]  [INFO] Thread-3 executing task npm ERR! peerDependencies WARNING - Execution ID 94299,Dependency Error
[7964]  [INFO] Thread-1 executing task make: *** [all] Error 2 - Execution ID 21386,Build Failure
[2119]  [INFO] Thread-4 executing task AccessDeniedException: User is not authorized to perform: iam:PassRole - Execution ID 36788,Permission Error
[7664]  FileNotFoundError: [Errno 2] No such file or directory: '/etc/config.json' - Execution ID 21317,Environment Issue
[7175]  [INFO] Thread-3 executing task SyntaxError: Unexpected token - Execution ID 20889,Build Failure
[1561]  panic: runtime error: invalid memory address or nil pointer dereference - Execution ID 39306,Container Crash
[4003]  SyntaxError: Unexpected token - Execution ID 13409,Build Failure
[6068]  [INFO] Thread-1 executing task Exception: AWS_REGION is not set - Execution ID 52523,Environment Issue
[9058]  [INFO] Thread-1 executing task npm ERR! peerDependencies WARNING - Execution ID 75920,Dependency Error
[4254]  [INFO] Thread-4 executing task FileNotFoundError: [Errno 2] No such file or directory: '/etc/config.json' - Execution ID 72596,Environment Issue
"[3735]  Error: Timeout of 5000ms exceeded. For async tests and hooks, ensure ""done()"" is called - Execution ID 28474",Timeout Failure
"[5421]  Error: Timeout of 5000ms exceeded. For async tests and hooks, ensure ""done()"" is called - Execution ID 72165",Timeout Failure
[5746]  Failed to connect to repository: Could not resolve host - Execution ID 53462,Network Failure
[5454]  [INFO] Thread-2 executing task pip: No matching distribution found for numpy==99.9.9 - Execution ID 95087,Dependency Error
[8446]  [INFO] Thread-2 executing task socket hang up - Execution ID 29409,Network Failure
[1431]  Failed to connect to repository: Could not resolve host - Execution ID 53147,Network Failure
[4753]  chmod: changing permissions of 'script.sh': Operation not permitted - Execution ID 77111,Permission Error
[5555]  Expected value to equal: 5 Received: 4 - Execution ID 49265,Test Failure
[1199]  Request timeout while fetching https://api.github.com - Execution ID 52832,Timeout Failure
[1445]  [INFO] Thread-5 executing task docker run failed: container crashed unexpectedly - Execution ID 14943,Container Crash
[1363]  docker run failed: container crashed unexpectedly - Execution ID 54330,Container Crash
[9415]  Connection timed out after 30000 milliseconds - Execution ID 33831,Timeout Failure
[7926]  Failed to load resource: net::ERR_NAME_NOT_RESOLVED - Execution ID 73180,Dependency Error
[1511]  AssertionError: timestamp mismatch (flaky) - Execution ID 65391,Flaky Test
[8337]  socket hang up - Execution ID 30035,Network Failure
[6303]  FileNotFoundError: [Errno 2] No such file or directory: '/etc/config.json' - Execution ID 51595,Environment Issue
[1535]  Job terminated: Exceeded maximum allowed runtime - Execution ID 71105,Timeout Failure
[4793]  [INFO] Thread-7 executing task FAIL src/components/App.test.tsx - Execution ID 98628,Test Failure
[1930]  TS2322: Type 'string' is not assignable to type 'number'. - Execution ID 76833,Build Failure
"[1820]  [INFO] Thread-8 executing task EACCES: permission denied, open '/var/log/app.log' - Execution ID 38184",Permission Error
[6359]  [INFO] Thread-1 executing task Test passed on retry 2 - Execution ID 44829,Flaky Test
[6896]  Segmentation fault (core dumped) - Execution ID 70190,Container Crash
[2948]  [INFO] Thread-9 executing task Expected value to equal: 5 Received: 4 - Execution ID 73444,Test Failure
[8011]  [INFO] Thread-1 executing task pip: No matching distribution found for numpy==99.9.9 - Execution ID 93878,Dependency Error
[4966]  [INFO] Thread-5 executing task urllib.error.URLError: <urlopen error [Errno 111] Connection refused> - Execution ID 39071,Network Failure
[9291]  docker run failed: container crashed unexpectedly - Execution ID 16412,Container Crash
[4544]  test_user_auth_failed: user is not authenticated - Execution ID 30004,Test Failure
[8177]  OOMKilled: Container exited with code 137 - Execution ID 28925,Container Crash
[8541]  [INFO] Thread-6 executing task ModuleNotFoundError: No module named 'src.utils' - Execution ID 53162,Build Failure
[2641]  [INFO] Thread-1 executing task Could not resolve dependencies for project - Execution ID 40818,Dependency Error
[9866]  Failed to load resource: net::ERR_NAME_NOT_RESOLVED - Execution ID 91869,Dependency Error
[2369]  OOMKilled: Container exited with code 137 - Execution ID 65104,Container Crash
[9160]  [INFO] Thread-7 executing task npm ERR! code ERESOLVE - Execution ID 10037,Dependency Error
[7992]  Exception: AWS_REGION is not set - Execution ID 53864,Environment Issue
[7808]  [INFO] Thread-6 executing task User does not have permission to execute this action - Execution ID 40596,Permission Error
[5722]  [INFO] Thread-5 executing task AccessDeniedException: User is not authorized to perform: iam:PassRole - Execution ID 56804,Permission Error
[7693]  error: expected ';' before '}' token - Execution ID 41211,Build Failure
[9184]  FileNotFoundError: [Errno 2] No such file or directory: '/etc/config.json' - Execution ID 55406,Environment Issue
"[8888]  Error: Timeout of 5000ms exceeded. For async tests and hooks, ensure ""done()"" is called - Execution ID 21944",Timeout Failure
[3560]  Error response from daemon: container cannot be started - Execution ID 99780,Container Crash
[2567]  Configuration Error: Invalid JSON in config.yaml - Execution ID 47215,Environment Issue
[8140]  [INFO] Thread-3 executing task Test passed on retry 2 - Execution ID 49481,Flaky Test
[1865]  [INFO] Thread-9 executing task Failed to connect to repository: Could not resolve host - Execution ID 24138,Network Failure
[2805]  AssertionError: expected False to be True - Execution ID 81202,Test Failure
[8802]  Error: expect(received).toBe(expected) - Execution ID 91672,Test Failure
[9713]  AccessDeniedException: User is not authorized to perform: iam:PassRole - Execution ID 46929,Permission Error
[4342]  Request timeout while fetching https://api.github.com - Execution ID 33163,Timeout Failure
[5577]  WARN: Test execution time varied by more than 50% - Execution ID 93289,Flaky Test
[3476]  [INFO] Thread-5 executing task 403 Forbidden: Access denied - Execution ID 87788,Permission Error
[7959]  [INFO] Thread-10 executing task Error: expect(received).toBe(expected) - Execution ID 84281,Test Failure
[9677]  Gateway Timeout: 504 - Execution ID 80553,Timeout Failure
[6416]  urllib.error.URLError: <urlopen error [Errno 111] Connection refused> - Execution ID 86366,Network Failure
[5138]  Error: expect(received).toBe(expected) - Execution ID 21851,Test Failure
[9836]  Job terminated: Exceeded maximum allowed runtime - Execution ID 69744,Timeout Failure
[3576]  FileNotFoundError: [Errno 2] No such file or directory: '/etc/config.json' - Execution ID 33458,Environment Issue
[2462]  [INFO] Thread-8 executing task ModuleNotFoundError: No module named 'src.utils' - Execution ID 68751,Build Failure
[6611]  error: expected ';' before '}' token - Execution ID 30634,Build Failure
[3296]  Cannot read property 'url' of undefined from process.env - Execution ID 13571,Environment Issue
[7795]  [INFO] Thread-2 executing task panic: runtime error: invalid memory address or nil pointer dereference - Execution ID 28130,Container Crash
[8216]  [INFO] Thread-1 executing task Exception: AWS_REGION is not set - Execution ID 12861,Environment Issue
[3618]  FAIL src/components/App.test.tsx - Execution ID 29388,Test Failure
[4385]  error: ISO C++ forbids comparison between pointer and integer - Execution ID 40621,Build Failure
[7071]  Expected value to equal: 5 Received: 4 - Execution ID 94053,Test Failure
"[7420]  EACCES: permission denied, open '/var/log/app.log' - Execution ID 52219",Permission Error
[1925]  TS2322: Type 'string' is not assignable to type 'number'. - Execution ID 78988,Build Failure
[8405]  make: *** [all] Error 2 - Execution ID 24965,Build Failure
[1944]  Connection timed out after 30000 milliseconds - Execution ID 53888,Timeout Failure
[2220]  [INFO] Thread-2 executing task Expected value to equal: 5 Received: 4 - Execution ID 63313,Test Failure
[3995]  User does not have permission to execute this action - Execution ID 60874,Permission Error
[6829]  [INFO] Thread-6 executing task TS2322: Type 'string' is not assignable to type 'number'. - Execution ID 19857,Build Failure
[2143]  chmod: changing permissions of 'script.sh': Operation not permitted - Execution ID 30451,Permission Error
[4811]  Expected value to equal: 5 Received: 4 - Execution ID 13511,Test Failure
[4107]  ECONNREFUSED: Connection refused by 127.0.0.1:5432 - Execution ID 83948,Network Failure
"[1086]  [INFO] Thread-8 executing task Error: Timeout of 5000ms exceeded. For async tests and hooks, ensure ""done()"" is called - Execution ID 34323",Timeout Failure
[4299]  [INFO] Thread-5 executing task Job terminated: Exceeded maximum allowed runtime - Execution ID 96014,Timeout Failure
[8999]  Segmentation fault (core dumped) - Execution ID 65116,Container Crash
[7280]  [INFO] Thread-9 executing task npm ERR! peerDependencies WARNING - Execution ID 47330,Dependency Error
[1290]  Job terminated: Exceeded maximum allowed runtime - Execution ID 40021,Timeout Failure
[2432]  AssertionError: expected False to be True - Execution ID 49742,Test Failure
[8691]  chmod: changing permissions of 'script.sh': Operation not permitted - Execution ID 22156,Permission Error
[9857]  docker run failed: container crashed unexpectedly - Execution ID 26809,Container Crash
[4046]  [INFO] Thread-1 executing task Gateway Timeout: 504 - Execution ID 98909,Timeout Failure
[6765]  docker run failed: container crashed unexpectedly - Execution ID 37364,Container Crash
[6770]  SyntaxError: Unexpected token - Execution ID 80705,Build Failure
[7616]  [INFO] Thread-7 executing task AccessDeniedException: User is not authorized to perform: iam:PassRole - Execution ID 74598,Permission Error
[8692]  socket hang up - Execution ID 91134,Network Failure
[1251]  Segmentation fault (core dumped) - Execution ID 14206,Container Crash
[8244]  [INFO] Thread-6 executing task Failed to load resource: net::ERR_NAME_NOT_RESOLVED - Execution ID 14030,Dependency Error
[1320]  Failed to connect to repository: Could not resolve host - Execution ID 42342,Network Failure
[4505]  socket hang up - Execution ID 67192,Network Failure
